rank,working_220_id,museum_code,accession,title_en,title_zh,object_url,candidate_image_url,candidate_dhash,candidate_ahash,dhash_distance,ahash_distance,weighted_score
113,MET:2025.371,MET,2025.371,View of Putuoshan on the Southern Sea,,https://www.metmuseum.org/art/collection/search/911850,https://images.metmuseum.org/CRDImages/as/web-large/DP-41275-001.jpg,7567653945637159,00fee276fefeff00,25,49,99
114,MET:2025.415,MET,2025.415,Picking Tea in Autumn Heat,,https://www.metmuseum.org/art/collection/search/911929,https://images.metmuseum.org/CRDImages/as/web-large/DP-40863-001.jpg,9cd8f4e49c9bc9a2,ffe1c7c381b3838f,37,25,99
115,MET:2025.449,MET,2025.449,Butterflies on Loquats,,https://www.metmuseum.org/art/collection/search/912008,https://images.metmuseum.org/CRDImages/as/web-large/DP-41460-001.jpg,51d2b2cc889c901d,ffe7050b1101a3ff,43,13,99
116,CMA:2025.84,CMA,2025.84,Gathering Osmanthus,折桂圖,https://clevelandart.org/art/2025.84,https://openaccess-cdn.clevelandart.org/2025.84/2025.84_web.jpg,51b0a9a79eb88287,ffff0f00000004fe,44,13,101
117,CMA:2025.82.3,CMA,2025.82.3,Westlake Panorama,西湖全景,https://clevelandart.org/art/2025.82.3,https://openaccess-cdn.clevelandart.org/2025.82.3/2025.82.3_web.jpg,436aceccdee3f1d4,ffc48999ff878387,36,30,102
118,CMA:2025.49,CMA,2025.49,Gusu Beauty–Winter,姑蘇美人 – 冬,https://clevelandart.org/art/2025.49,https://openaccess-cdn.clevelandart.org/2025.49/2025.49_web.jpg,ac89898e9a9a6ca1,00071f3d31b0f9ff,37,28,102
119,MET:2025.442,MET,2025.442,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/913075,https://images.metmuseum.org/CRDImages/as/web-large/DP-41453-001.jpg,bcd69ab8d29ae0d2,f1fc87e1848181ff,41,20,102
120,MET:2025.435,MET,2025.435,Scene of Westerners,,https://www.metmuseum.org/art/collection/search/911981,https://images.metmuseum.org/CRDImages/as/web-large/DP-40867-001.jpg,7575362d5d15674d,00fefce07b3e7f00,29,45,103
121,MET:2025.453,MET,2025.453,Orchid and Stone,,https://www.metmuseum.org/art/collection/search/912017,https://images.metmuseum.org/CRDImages/as/web-large/DP-41464-001.jpg,39b038282ebedac8,fffffffff8f09091,34,35,103
122,MET:2025.406,MET,2025.406,Beauty and a Cat,,https://www.metmuseum.org/art/collection/search/911913,https://images.metmuseum.org/CRDImages/as/web-large/DP-41822-001.jpg,8ab2a2a2f2f2d686,ffef8f87878585ff,43,17,103
123,MET:2025.401,MET,2025.401,Print in Western Style with Western Text,,https://www.metmuseum.org/art/collection/search/911907,https://images.metmuseum.org/CRDImages/as/web-large/DP-40852-001.jpg,349289a8d8faa6aa,ff9f87018383818f,44,15,103
124,MET:2025.410,MET,2025.410,A Newly-Cut Print : Scenes from the Second Part of Outlaws of the Marsh,,https://www.metmuseum.org/art/collection/search/911920,https://images.metmuseum.org/CRDImages/as/web-large/DP-40859-001.jpg,c68ca2c896d6b4d4,fff981838181819d,44,15,103
125,CMA:2025.44,CMA,2025.44,Zhang Xian Shoots the Heavenly Dog,張仙射天狗,https://clevelandart.org/art/2025.44,https://openaccess-cdn.clevelandart.org/2025.44/2025.44_web.jpg,181a366972b296b6,fffdffc3c72581ed,40,24,104
126,MET:2025.403,MET,2025.403,The Beautiful Scenery of West Lake,,https://www.metmuseum.org/art/collection/search/911910,https://images.metmuseum.org/CRDImages/as/web-large/DP-40854-001.jpg,754d0b4751733331,00ff7e7e7e7e7e00,27,51,105
127,MET:2025.438,MET,2025.438,Promoting Officials,,https://www.metmuseum.org/art/collection/search/911984,https://images.metmuseum.org/CRDImages/as/web-large/DP-40868-001.jpg,e0c888c8aca6c284,ff818181818181ff,46,13,105
128,MET:2025.360,MET,2025.360,The Two Immortals of Harmony and Unity,,https://www.metmuseum.org/art/collection/search/911826,https://images.metmuseum.org/CRDImages/as/web-large/DP-40656-002.jpg,316319754f690d19,00467e7e7e7e7e00,26,54,106
129,MET:2025.432,MET,2025.432,Children and Grandchildren Bring Fortune and Prosperity. The Eight Barbarians Bring Tribute,,https://www.metmuseum.org/art/collection/search/911977,https://images.metmuseum.org/CRDImages/as/web-large/DP-41327-001.jpg,e0e6c8c4f4d9cdd5,00818181c7f7fffb,38,30,106
130,MET:2025.455,MET,2025.455,Bird on Viburnum,,https://www.metmuseum.org/art/collection/search/912023,https://images.metmuseum.org/CRDImages/as/web-large/DP-41466-001.jpg,38b27b1df2b2a4e5,ffe1e0f0e0000f8f,40,26,106
131,CMA:2025.93,CMA,2025.93,Happy New Year,新春樂,https://clevelandart.org/art/2025.93,https://openaccess-cdn.clevelandart.org/2025.93/2025.93_web.jpg,9e9c8e9cf6baecf6,ff103039c0e0c8ed,41,24,106
132,MET:2025.407,MET,2025.407,Gold Coins Cover the Ground,遍地金錢,https://www.metmuseum.org/art/collection/search/911914,https://images.metmuseum.org/CRDImages/as/web-large/DP-40856-001.jpg,6df0deccd6c2d208,f8c1f1f9fd8df700,34,40,108
133,CMA:2025.48,CMA,2025.48,Gusu Beauties of the Four Seasons—Spring,四季姑蘇美人圖 – 春,https://clevelandart.org/art/2025.48,https://openaccess-cdn.clevelandart.org/2025.48/2025.48_web.jpg,82caeacacac6cc94,018f8fdf9d8d99ff,40,28,108
134,CMA:2025.47,CMA,2025.47,Gusu Beauty–Mother and Son in a Summer Pavilion,姑蘇美人 – 夏日亭畔母子圖,https://clevelandart.org/art/2025.47,https://openaccess-cdn.clevelandart.org/2025.47/2025.47_web.jpg,9eb5a79da9a7e686,003e203e0e8f8dfd,41,27,109
135,CMA:2025.87,CMA,2025.87,"Touring in Spring, Enjoying Summer",春遊夏賞,https://clevelandart.org/art/2025.87,https://openaccess-cdn.clevelandart.org/2025.87/2025.87_web.jpg,f0688a86948ccc8c,ffffbf1c81190101,42,26,110
136,MET:2025.417,MET,2025.417,Second part of The Story of the Lute,,https://www.metmuseum.org/art/collection/search/911936,https://images.metmuseum.org/CRDImages/as/web-large/DP-40667-002.jpg,332b273717174b0b,007e7e7e7e7e7e00,30,51,111
137,CMA:2025.53,CMA,2025.53,Scenic View of Suzhou,姑蘇勝景,https://clevelandart.org/art/2025.53,https://openaccess-cdn.clevelandart.org/2025.53/2025.53_web.jpg,8cc687968a86ce86,119f3f009c1cbfbc,43,28,114
138,CMA:2025.94,CMA,2025.94,"Wife, Wealth, Sons, and a Salary",妻財子禄,https://clevelandart.org/art/2025.94,https://openaccess-cdn.clevelandart.org/2025.94/2025.94_web.jpg,71b2aad9d4b8b89e,fff5818299a10001,46,25,117
139,MET:2025.439,MET,2025.439,Eight Immortals and Twelve Zodiac Animals,,https://www.metmuseum.org/art/collection/search/911987,https://images.metmuseum.org/CRDImages/as/web-large/DP-41333-001.jpg,d2c2ae94d2acb2b6,bf81889984b920ef,46,27,119
140,CMA:2025.83,CMA,2025.83,Music in the Jade Palace,瓊宮樂奏圖,https://clevelandart.org/art/2025.83,https://openaccess-cdn.clevelandart.org/2025.83/2025.83_web.jpg,43c6b498b83280a6,ffc80083a7ff850d,46,28,120
